target_id,task_id,ddv_cos,ddv_euc
1,1,0.09254632312269306,0.03275944676577702
1,2,0.19216501207406145,0.15189924268416055
1,3,0.2922112912257989,0.18507587492581612
1,4,0.32583811047567,0.11284964456645541
1,5,0.16350694416953027,0.07589067005324923
1,6,0.12881868353498838,0.1089395950537616
1,7,0.20895091277412858,0.1121266782313074
1,8,0.18879480120444903,0.09662999171026576
1,9,0.14569982193928877,0.11144145448595177
1,10,0.2747662919544511,0.1561496485876246
1,11,0.22731071307777095,0.12298863413235339
1,12,0.20134610898822702,0.10718296141543948
1,13,0.25289057037502893,0.09317310763011966
1,14,0.22377439076352168,0.1360909823013926
1,15,0.20546136068698517,0.1531779681880847
1,16,0.1862831698870998,0.12965389599582455
1,17,0.22653501237377582,0.12993057564306465
1,18,0.244560039267549,0.1587487616785972
1,19,0.2287612630606004,0.10269860218924065
1,20,0.20940149671218444,0.09087598034667
2,1,0.23053164119923242,0.1791634885369644
2,2,0.04974815477009309,0.06485649850221742
2,3,0.3074169430823277,0.18083005331146418
2,4,0.14688094564413112,0.17402469366256257
2,5,0.20679678534364332,0.11229482228274423
2,6,0.1412497689178258,0.09893178452837736
2,7,0.1566994408270893,0.10931346783377627
2,8,0.21593839282612848,0.16167720077261993
2,9,0.1438204904434628,0.26527050492896587
2,10,0.21119135102730746,0.13594310350523964
2,11,0.15254780732878936,0.11478794973931794
2,12,0.22740788298353898,0.12790697426762854
2,13,0.28099359345375363,0.15800982643471495
2,14,0.3480208051906515,0.16061229701406632
2,15,0.17067629754035807,0.1470901595928934
2,16,0.11700921423818877,0.13479708598859885
2,17,0.26846633068359016,0.2079310139187146
2,18,0.19031568803414534,0.1372180855855195
2,19,0.13835496554763937,0.12328988861230261
2,20,0.1594020339153408,0.08171138816479984
3,1,0.3033796991834119,0.15101926585572567
3,2,0.2681721319957244,0.157633023819847
3,3,0.2332786130944533,0.10936156976011446
3,4,0.2791917894566297,0.13619848229493592
3,5,0.16860666827011606,0.10460372688500086
3,6,0.14607721228452086,0.1859629115962227
3,7,0.23386458911752106,0.12030639960110123
3,8,0.2513720382057638,0.09976061995151864
3,9,0.2121408450993959,0.13934846661210676
3,10,0.2423340205663761,0.14677492600988162
3,11,0.30981338249151924,0.1432696901266105
3,12,0.20648744191702362,0.16649232711659512
3,13,0.30179467129296134,0.10009625295308344
3,14,0.27166374621145517,0.11231741432459341
3,15,0.249727651056193,0.15514828894472232
3,16,0.16638713357034718,0.12320305494217221
3,17,0.31377930077015537,0.21941077258528174
3,18,0.1710293598574586,0.10626729025359938
3,19,0.2048639527562831,0.12034356710264194
3,20,0.23579780819156082,0.11368309420220835
4,1,0.3622049873658133,0.194302413825717
4,2,0.1438883172631601,0.2153237454448299
4,3,0.2381875538388668,0.18025709199541617
4,4,0.10905341924113143,0.00805223651062048
4,5,0.11764277079991603,0.10302060765117727
4,6,0.23769090534191273,0.08025186272287821
4,7,0.20877285630998943,0.15163034128316022
4,8,0.15911312060289895,0.12830511336974237
4,9,0.2111436903131696,0.24453249043503933
4,10,0.2571023476662615,0.1313935844320685
4,11,0.17827255313325097,0.21543461868711478
4,12,0.23225198100397781,0.1312092971737857
4,13,0.29516847565249615,0.1739158488906548
4,14,0.14719087047370139,0.11020871387270659
4,15,0.19718641067848075,0.16543847758526697
4,16,0.24644428661737683,0.19025660449872428
4,17,0.3008755991121361,0.21287603320093096
4,18,0.17841691140884486,0.20892247322009572
4,19,0.21795480999335926,0.2085730750164141
4,20,0.21593022073749224,0.17016201154854238
5,1,0.21548455841287484,0.11441675844086596
5,2,0.21221365296177652,0.1527614952893822
5,3,0.3231784633047099,0.13779570806721775
5,4,0.1706388135353113,0.15969187064401835
5,5,0.48022419744495937,0.10080328455717935
5,6,0.18523972743763917,0.12254309574663114
5,7,0.16098903697070577,0.1352125038877463
5,8,0.22801268183623546,0.1373050487445555
5,9,0.26439425296891184,0.11963206396428039
5,10,0.2048636009663638,0.1344040908008698
5,11,0.17610031475005772,0.10883249761585867
5,12,0.19960527485371715,0.1929562963366772
5,13,0.23258796893269962,0.13605667293362878
5,14,0.2965829892235389,0.14642827007476444
5,15,0.3540715327051269,0.252676814017158
5,16,0.19341023586259176,0.11235216264174153
5,17,0.3016257123599706,0.1417956557071972
5,18,0.40866638614812756,0.13494260301612926
5,19,0.23994639205784596,0.14316413186188548
5,20,0.3391797573826911,0.20344968636742866
6,1,0.21244932660984572,0.1767785563514478
6,2,0.1965814884054794,0.15493570801581857
6,3,0.27359440630143195,0.19546843117781654
6,4,0.237818399078066,0.1396535121666017
6,5,0.19027534936254542,0.14564594406316
6,6,0.14989700988948518,0.042322603095787725
6,7,0.29473156786206445,0.14875011970761942
6,8,0.25439497291635915,0.11133735283064106
6,9,0.15659138023325803,0.13528979095053495
6,10,0.2590282911648816,0.14382424848119724
6,11,0.2141110328597008,0.17294238563597975
6,12,0.2114626691554743,0.15131573555733202
6,13,0.2721684429213945,0.1205106505464082
6,14,0.24583514301680665,0.09500110167039344
6,15,0.1925902631655667,0.1582093812819101
6,16,0.14303936047919386,0.1272021242064748
6,17,0.29867827426728544,0.14585756948457929
6,18,0.1963337999994923,0.11315447569889647
6,19,0.2845771575908812,0.11563404658117937
6,20,0.20713221000387427,0.0949132424601562
7,1,0.1979976966023954,0.09557386907857834
7,2,0.20023867991503985,0.10105667339541435
7,3,0.2941467390111,0.14245890759912905
7,4,0.22499584550810525,0.17153746699020722
7,5,0.2254348871465276,0.12836524133856642
